old_symbol	new_symbol
ASUN	INTS13
INTS14	INTS14
DKFZP564O1664	INTS14
C15orf44	INTS14
VWA9	INTS14
INTU	INTU
KIAA1284	INTU
CPLANE4	INTU
PDZK6	INTU
PDZD6	INTU
INVS	INVS
NPHP2	INVS
IP6K1	IP6K1
KIAA0263	IP6K1
IHPK1	IP6K1
IP6K2	IP6K2
IHPK2	IP6K2
IP6K3	IP6K3
INSP6K3	IP6K3
IHPK3	IP6K3
IPCEF1	IPCEF1
PIP3-E	IPCEF1
KIAA0403	IPCEF1
IPMK	IPMK
IPO4	IPO4
Imp4	IPO4
FLJ23338	IPO4
IPO5	IPO5
IMB3	IPO5
MGC2068	IPO5
Pse1	IPO5
KPNB3	IPO5
RANBP5	IPO5
IPO7	IPO7
Imp7	IPO7
RANBP7	IPO7
IPO8	IPO8
IMP8	IPO8
RANBP8	IPO8
IPO9	IPO9
Imp9	IPO9
FLJ10402	IPO9
IPO11	IPO11
RanBP11	IPO11
IPO13	IPO13
IMP13	IPO13
KIAA0724	IPO13
RANBP13	IPO13
IPP	IPP
KLHL27	IPP
IPPK	IPPK
INSP5K2	IPPK
FLJ13163	IPPK
IP5K	IPPK
IPK1	IPPK
C9orf12	IPPK
IQANK1	IQANK1
IQCA1	IQCA1
FLJ22527	IQCA1
DRC11	IQCA1
IQCA	IQCA1
IQCA1L	IQCA1L
TCAG_9762	IQCA1L
IQCA1P1	IQCA1L
IQCB1	IQCB1
KIAA0036	IQCB1
NPHP5	IQCB1
SLSN5	IQCB1
IQCC	IQCC
FLJ10547	IQCC
IQCD	IQCD
DRC10	IQCD
CFAP84	IQCD
IQCE	IQCE
KIAA1023	IQCE
IQCF1	IQCF1
MGC39725	IQCF1
IQCF2	IQCF2
IQCF3	IQCF3
IQCF5	IQCF5
IQCF6	IQCF6
IQCG	IQCG
DKFZp434B227	IQCG
DRC9	IQCG
CFAP122	IQCG
IQCH	IQCH
FLJ12476	IQCH
IQCJ	IQCJ
IQCK	IQCK
MGC35048	IQCK
FLJ36575	IQCK
IQCM	IQCM
IQCN	IQCN
KIAA1683	IQCN
IQGAP1	IQGAP1
p195	IQGAP1
KIAA0051	IQGAP1
SAR1	IQGAP1
HUMORFA01	IQGAP1
IQGAP2	IQGAP2
IQGAP3	IQGAP3
IQSEC1	IQSEC1
KIAA0763	IQSEC1
GEP100	IQSEC1
BRAG2	IQSEC1
ARF-GEP100	IQSEC1
IQSEC2	IQSEC2
KIAA0522	IQSEC2
BRAG1	IQSEC2
IQ-ArfGEF	IQSEC2
MRX1	IQSEC2
MRX78	IQSEC2
MRX18	IQSEC2
IQSEC3	IQSEC3
KIAA1110	IQSEC3
MGC30156	IQSEC3
IQUB	IQUB
FLJ35834	IQUB
IRAK1	IRAK1
IRAK	IRAK1
pelle	IRAK1
IRAK1BP1	IRAK1BP1
AIP70	IRAK1BP1
SIMPL	IRAK1BP1
IRAK2	IRAK2
IRAK3	IRAK3
IRAK-M	IRAK3
IRAK4	IRAK4
NY-REN-64	IRAK4
IREB2	IREB2
IRP2	IREB2
IRF1	IRF1
MAR	IRF1
IRF2	IRF2
IRF2BP1	IRF2BP1
DKFZP434M154	IRF2BP1
IRF-2BP1	IRF2BP1
IRF2BP2	IRF2BP2
IRF-2BP2	IRF2BP2
IRF2BPL	IRF2BPL
EAP1	IRF2BPL
KIAA1865	IRF2BPL
C14orf4	IRF2BPL
IRF3	IRF3
IRF4	IRF4
LSIRF	IRF4
MUM1	IRF4
IRF5	IRF5
IRF6	IRF6
OFC6	IRF6
VWS1	IRF6
VWS	IRF6
LPS	IRF6
IRF7	IRF7
IRF8	IRF8
IRF-8	IRF8
ICSBP	IRF8
ICSBP1	IRF8
IRF9	IRF9
ISGF3G	IRF9
IRGC	IRGC
Iigp5	IRGC
CINEMA	IRGC
IRGC1	IRGC
IRGM	IRGM
LRG47	IRGM
LRG-47	IRGM
IFI1	IRGM
IRGM1	IRGM
IRGQ	IRGQ
FKSG27	IRGQ
IRGQ1	IRGQ
IRS1	IRS1
HIRS-1	IRS1
IRS2	IRS2
IRS4	IRS4
PY160	IRS4
IRS-4	IRS4
IRX1	IRX1
IRX-5	IRX1
IRX2	IRX2
IRX3	IRX3
IRX-1	IRX3
IRX4	IRX4
IRX5	IRX5
IRX-2a	IRX5
IRX6	IRX6
IRX-3	IRX6
IRX7	IRX6
ISCA1	ISCA1
MGC4276	ISCA1
ISA1	ISCA1
hIscA	ISCA1
HBLD2	ISCA1
ISCA2	ISCA2
ISA2	ISCA2
HBLD1	ISCA2
ISCU	ISCU
ISU2	ISCU
hnifU	ISCU
IscU	ISCU
NIFUN	ISCU
ISG15	ISG15
IFI15	ISG15
UCRP	ISG15
G1P2	ISG15
ISG20	ISG20
HEM45	ISG20
CD25	ISG20
ISG20L2	ISG20L2
FLJ12671	ISG20L2
ISL1	ISL1
Isl-1	ISL1
ISLET1	ISL1
ISL2	ISL2
FLJ10160	ISL2
ISLR	ISLR
HsT17563	ISLR
ISLR2	ISLR2
KIAA1465	ISLR2
ISM1	ISM1
bA149I18.1	ISM1
C20orf82	ISM1
ISM2	ISM2
FLJ32147	ISM2
TAIL1	ISM2
THSD3	ISM2
ISOC1	ISOC1
CGI-111	ISOC1
ISOC2	ISOC2
FLJ23469	ISOC2
ISPD	ISPD
hCG_1745121	ISPD
IspD	ISPD
Nip	ISPD
IST1	IST1
KIAA0174	IST1
ISX	ISX
RAXLX	ISX
ISY1	ISY1
KIAA1160	ISY1
fSAP33	ISY1
ISYNA1	ISYNA1
Ino1	ISYNA1
INOS	ISYNA1
IPS	ISYNA1
ITCH	ITCH
AIP4	ITCH
ITFG1	ITFG1
CDA08	ITFG1
TIP	ITFG1
LNKN-1	ITFG1
ITFG2	ITFG2
MDS028	ITFG2
FGGAP1	ITFG2
ITGA1	ITGA1
VLA1	ITGA1
CD49a	ITGA1
ITGA2	ITGA2
CD49b	ITGA2
CD49B	ITGA2
ITGA2B	ITGA2B
CD41B	ITGA2B
CD41	ITGA2B
PPP1R93	ITGA2B
GP2B	ITGA2B
ITGA3	ITGA3
CD49c	ITGA3
VLA3a	ITGA3
VCA-2	ITGA3
GAP-B3	ITGA3
MSK18	ITGA3
ITGA4	ITGA4
CD49d	ITGA4
CD49D	ITGA4
ITGA5	ITGA5
CD49e	ITGA5
FNRA	ITGA5
ITGA6	ITGA6
CD49f	ITGA6
ITGA7	ITGA7
ITGA8	ITGA8
ITGA9	ITGA9
RLC	ITGA9
ITGA4L	ITGA9
ALPHA-RLC	ITGA9
ITGA10	ITGA10
ITGA11	ITGA11
HsT18964	ITGA11
ITGAD	ITGAD
CD11d	ITGAD
ADB2	ITGAD
ITGAE	ITGAE
CD103	ITGAE
HUMINAE	ITGAE
ITGAL	ITGAL
LFA-1	ITGAL
CD11A	ITGAL
ITGAM	ITGAM
MAC-1	ITGAM
CD11b	ITGAM
CR3A	ITGAM
CD11B	ITGAM
ITGAV	ITGAV
CD51	ITGAV
VNRA	ITGAV
MSK8	ITGAV
VTNR	ITGAV
ITGAX	ITGAX
CD11c	ITGAX
CD11C	ITGAX
ITGB1	ITGB1
CD29	ITGB1
GPIIA	ITGB1
FNRB	ITGB1
MSK12	ITGB1
MDF2	ITGB1
ITGB1BP1	ITGB1BP1
ICAP-1A	ITGB1BP1
ICAP-1B	ITGB1BP1
ICAP1	ITGB1BP1
ICAP1A	ITGB1BP1
ICAP1B	ITGB1BP1
ICAP-1alpha	ITGB1BP1
ITGB1BP2	ITGB1BP2
CHORDC3	ITGB1BP2
ITGB2	ITGB2
LFA-1	ITGB2
MAC-1	ITGB2
CD18	ITGB2
MFI7	ITGB2
ITGB3	ITGB3
CD61	ITGB3
GPIIIa	ITGB3
GP3A	ITGB3
ITGB3BP	ITGB3BP
NRIF3	ITGB3BP
HSU37139	ITGB3BP
TAP20	ITGB3BP
CENPR	ITGB3BP
ITGB4	ITGB4
CD104	ITGB4
ITGB5	ITGB5
ITGB6	ITGB6
ITGB7	ITGB7
ITGB8	ITGB8
ITGBL1	ITGBL1
TIED	ITGBL1
OSCP	ITGBL1
ITIH1	ITIH1
H1P	ITIH1
IATIH	ITIH1
ITIH	ITIH1
ITIH2	ITIH2
H2P	ITIH2
ITIH3	ITIH3
H3P	ITIH3
ITIH4	ITIH4
IHRP	ITIH4
H4P	ITIH4
ITIHL1	ITIH4
ITIH5	ITIH5
MGC10848	ITIH5
ITIH6	ITIH6
UNQ6369	ITIH6
ITIH5L	ITIH6
ITK	ITK
EMT	ITK
PSCTK2	ITK
LYK	ITK
ITLN1	ITLN1
ITLN	ITLN1
FLJ20022	ITLN1
LFR	ITLN1
HL-1	ITLN1
hIntL	ITLN1
ITLN2	ITLN2
HL-2	ITLN2
ITM2A	ITM2A
BRICD2A	ITM2A
E25A	ITM2A
ITM2B	ITM2B
BRI	ITM2B
E25B	ITM2B
E3-16	ITM2B
BRICD2B	ITM2B
BRI2	ITM2B
ITM2C	ITM2C
BRI3	ITM2C
E25	ITM2C
hRPC.1050_D_4	ITM2C
ITM3	ITM2C
BRICD2C	ITM2C
ITPA	ITPA
HLC14-06-P	ITPA
dJ794I6.3	ITPA
C20orf37	ITPA
ITPK1	ITPK1
ITPKA	ITPKA
IP3KA	ITPKA
IP3-3KA	ITPKA
ITPKB	ITPKB
IP3KB	ITPKB
IP3-3KB	ITPKB
ITPKC	ITPKC
IP3KC	ITPKC
IP3-3KC	ITPKC
ITPR1	ITPR1
Insp3r1	ITPR1
IP3R1	ITPR1
ACV	ITPR1
PPP1R94	ITPR1
SCA15	ITPR1
SCA16	ITPR1
SCA29	ITPR1
ITPR2	ITPR2
IP3R2	ITPR2
CFAP48	ITPR2
ITPR3	ITPR3
IP3R3	ITPR3
ITPRID1	ITPRID1
FLJ38344	ITPRID1
CCDC129	ITPRID1
ITPRID2	ITPRID2
CS-1	ITPRID2
SPAG13	ITPRID2
KRAP	ITPRID2
KIAA1927	ITPRID2
SSFA2	ITPRID2
ITPRIP	ITPRIP
bA127L20.2	ITPRIP
DANGER	ITPRIP
KIAA1754	ITPRIP
ITPRIPL1	ITPRIPL1
KIAA1754L	ITPRIPL1
ITPRIPL2	ITPRIPL2
FLJ22994	ITPRIPL2
MGC126798	ITPRIPL2
MGC126800	ITPRIPL2
LOC162073	ITPRIPL2
ITSN1	ITSN1
SH3P17	ITSN1
MGC134948	ITSN1
MGC134949	ITSN1
SH3D1A	ITSN1
ITSN	ITSN1
ITSN2	ITSN2
KIAA1256	ITSN2
SWAP	ITSN2
SH3P18	ITSN2
SWA	ITSN2
PRO2015	ITSN2
SH3D1B	ITSN2
IVD	IVD
ACAD2	IVD
IVL	IVL
IVNS1ABP	IVNS1ABP
NS1-BP	IVNS1ABP
HSPC068	IVNS1ABP
NS-1	IVNS1ABP
KIAA0850	IVNS1ABP
ND1	IVNS1ABP
KLHL39	IVNS1ABP
ARA3	IVNS1ABP
IWS1	IWS1
DKFZp761G0123	IWS1
FLJ10006	IWS1
FLJ14655	IWS1
FLJ32319	IWS1
IYD	IYD
dJ422F24.1	IYD
DEHAL1	IYD
C6orf71	IYD
IZUMO1	IZUMO1
IZUMO	IZUMO1
MGC34799	IZUMO1
OBF	IZUMO1
IZUMO1R	IZUMO1R
Folbp3	IZUMO1R
JUNO	IZUMO1R
FOLR4	IZUMO1R
IZUMO2	IZUMO2
MGC33947	IZUMO2
SCRL	IZUMO2
C19orf41	IZUMO2
IZUMO3	IZUMO3
bA20A20.1	IZUMO3
C9orf134	IZUMO3
IZUMO4	IZUMO4
C19orf36	IZUMO4
JADE1	JADE1
JADE-1	JADE1
PHF17	JADE1
JADE2	JADE2
KIAA0239	JADE2
JADE-2	JADE2
PHF15	JADE2
JADE3	JADE3
KIAA0215	JADE3
JADE-3	JADE3
PHF16	JADE3
JAG1	JAG1
AHD	JAG1
AWS	JAG1
HJ1	JAG1
CD339	JAG1
AGS	JAG1
JAGL1	JAG1
JAG2	JAG2
JAGN1	JAGN1
GL009	JAGN1
FLJ14602	JAGN1
JAK1	JAK1
JAK1A	JAK1
JTK3	JAK1
JAK1B	JAK1
JAK2	JAK2
JTK10	JAK2
JAK3	JAK3
L-JAK	JAK3
JAKL	JAK3
LJAK	JAK3
JAK3_HUMAN	JAK3
JAK-3	JAK3
JAKMIP1	JAKMIP1
MARLIN1	JAKMIP1
JAMIP1	JAKMIP1
Gababrbp	JAKMIP1
FLJ31564	JAKMIP1
JAKMIP2	JAKMIP2
JAMIP2	JAKMIP2
KIAA0555	JAKMIP2
JAKMIP3	JAKMIP3
FLJ37857	JAKMIP3
NECC2	JAKMIP3
KIAA4091	JAKMIP3
bA140A10.5	JAKMIP3
C10orf39	JAKMIP3
C10orf14	JAKMIP3
JAM2	JAM2
VE-JAM	JAM2
JAM-B	JAM2
JAMB	JAM2
CD322	JAM2
C21orf43	JAM2
JAM3	JAM3
JAM-C	JAM3
JAMC	JAM3
JAML	JAML
Gm638	JAML
AMICA	JAML
AMICA1	JAML
JARID2	JARID2
JMJ	JARID2
JAZF1	JAZF1
TIP27	JAZF1
DKFZp761K2222	JAZF1
ZNF802	JAZF1
JCAD	JCAD
KIAA1462	JCAD
JCHAIN	JCHAIN
IGCJ	JCHAIN
JCH	JCHAIN
IGJ	JCHAIN
JDP2	JDP2
JUNDM2	JDP2
JHY	JHY
FLJ23554	JHY
Jhy	JHY
C11orf63	JHY
JKAMP	JKAMP
HSPC213	JKAMP
JAMP	JKAMP
HSPC327	JKAMP
CDA06	JKAMP
C14orf100	JKAMP
JMJD1C	JMJD1C
DKFZp761F0118	JMJD1C
KIAA1380	JMJD1C
FLJ14374	JMJD1C
KDM3C	JMJD1C
TRIP8	JMJD1C
JMJD4	JMJD4
FLJ12517	JMJD4
JMJD6	JMJD6
PTDSR1	JMJD6
KIAA0585	JMJD6
PTDSR	JMJD6
JMJD7	JMJD7
JMJD8	JMJD8
C16orf20	JMJD8
JMY	JMY
FLJ37870	JMY
WHAMM2	JMY
JOSD1	JOSD1
KIAA0063	JOSD1
JOSD2	JOSD2
SBBI54	JOSD2
JPH1	JPH1
JP-1	JPH1
JPH2	JPH2
JP-2	JPH2
JPH3	JPH3
JP-3	JPH3
CAGL237	JPH3
HDL2	JPH3
JP3	JPH3
TNRC22	JPH3
JPH4	JPH4
KIAA1831	JPH4
JPHL1	JPH4
JPT1	JPT1
ARM2	JPT1
HN1A	JPT1
HN1	JPT1
JPT2	JPT2
FLJ13092	JPT2
L11	JPT2
KIAA1426	JPT2
C16orf34	JPT2
HN1L	JPT2
JRK	JRK
JH8	JRK
jerky	JRK
JRKL	JRKL
HHMJG	JRKL
JSRP1	JSRP1
JP-45	JSRP1
FLJ32416	JSRP1
JTB	JTB
hJT	JTB
PAR	JTB
JUN	JUN
c-Jun	JUN
AP-1	JUN
JUNB	JUNB
JUND	JUND
AP-1	JUND
JUP	JUP
DP3	JUP
PDGB	JUP
PKGB	JUP
DPIII	JUP
CTNNG	JUP
KAAG1	KAAG1
RU2	KAAG1
RU2AS	KAAG1
KALRN	KALRN
duo	KALRN
Hs.8004	KALRN
TRAD	KALRN
DUET	KALRN
Kalirin	KALRN
ARHGEF24	KALRN
HAPIP	KALRN
KANK1	KANK1
KIAA0172	KANK1
KANK	KANK1
ANKRD15	KANK1
KANK2	KANK2
KIAA1518	KANK2
MXRA3	KANK2
ANKRD25	KANK2
KANK3	KANK3
FLJ46061	KANK3
ANKRD47	KANK3
KANK4	KANK4
KIAA0172	KANK4
ANKRD38	KANK4
KANSL1	KANSL1
DKFZP727C091	KANSL1
MSL1v1	KANSL1
CENP-36	KANSL1
NSL1	KANSL1
KIAA1267	KANSL1
KANSL1L	KANSL1L
FLJ23861	KANSL1L
FLJ32349	KANSL1L
MSL1v2	KANSL1L
KIAA1267L	KANSL1L
C2orf67	KANSL1L
KANSL2	KANSL2
FLJ20436	KANSL2
NSL2	KANSL2
C12orf41	KANSL2
KANSL3	KANSL3
FLJ10081	KANSL3
Rcd1	KANSL3
NSL3	KANSL3
KIAA1310	KANSL3
KARS	KARS
KARS2	KARS
KARS1	KARS
DFNB89	KARS
KAT2A	KAT2A
GCN5	KAT2A
PCAF-b	KAT2A
GCN5L2	KAT2A
KAT2B	KAT2B
P/CAF	KAT2B
GCN5	KAT2B
GCN5L	KAT2B
PCAF	KAT2B
KAT5	KAT5
TIP60	KAT5
PLIP	KAT5
cPLA2	KAT5
HTATIP1	KAT5
ESA1	KAT5
ZC2HC5	KAT5
HTATIP	KAT5
KAT6A	KAT6A
MOZ	KAT6A
ZC2HC6A	KAT6A
ZNF220	KAT6A
RUNXBP2	KAT6A
MYST3	KAT6A
KAT6B	KAT6B
querkopf	KAT6B
qkf	KAT6B
Morf	KAT6B
MOZ2	KAT6B
ZC2HC6B	KAT6B
MYST4	KAT6B
KAT7	KAT7
HBOA	KAT7
HBO1	KAT7
ZC2HC7	KAT7
MYST2	KAT7
KAT8	KAT8
MOF	KAT8
FLJ14040	KAT8
hMOF	KAT8
ZC2HC8	KAT8
MYST1	KAT8
KAT14	KAT14
CRP2BP	KAT14
dJ717M23.1	KAT14
PRO1194	KAT14
ATAC2	KAT14
CSRP2BP	KAT14
KATNA1	KATNA1
KATNAL1	KATNAL1
MGC2599	KATNAL1
KATNAL2	KATNAL2
MGC33211	KATNAL2
DKFZP667C165	KATNAL2
KATNB1	KATNB1
KATNBL1	KATNBL1
FLJ22557	KATNBL1
C15orf29	KATNBL1
KAZALD1	KAZALD1
FKSG40	KAZALD1
FKSG28	KAZALD1
KAZN	KAZN
KIAA1026	KAZN
KAZRIN	KAZN
FLJ43806	KAZN
KBTBD2	KBTBD2
DKFZP566C134	KBTBD2
BKLHD1	KBTBD2
KBTBD3	KBTBD3
BKLHD3	KBTBD3
KBTBD4	KBTBD4
FLJ10450	KBTBD4
HSPC252	KBTBD4
BKLHD4	KBTBD4
KBTBD6	KBTBD6
DKFZp547E1912	KBTBD6
KBTBD7	KBTBD7
DKFZP434E2318	KBTBD7
KBTBD8	KBTBD8
TA-KRP	KBTBD8
KIAA1842	KBTBD8
KBTBD11	KBTBD11
KIAA0711	KBTBD11
KLHDC7C	KBTBD11
KBTBD12	KBTBD12
FLJ46299	KBTBD12
KLHDC6	KBTBD12
KBTBD13	KBTBD13
hCG_1645727	KBTBD13
NEM6	KBTBD13
KCMF1	KCMF1
DEBT91	KCMF1
PCMF	KCMF1
DKFZP434L1021	KCMF1
ZZZ1	KCMF1
KCNA1	KCNA1
Kv1.1	KCNA1
RBK1	KCNA1
HUK1	KCNA1
MBK1	KCNA1
AEMK	KCNA1
KCNA2	KCNA2
Kv1.2	KCNA2
HK4	KCNA2
KCNA3	KCNA3
Kv1.3	KCNA3
MK3	KCNA3
HLK3	KCNA3
HPCN3	KCNA3
KCNA4	KCNA4
Kv1.4	KCNA4
HK1	KCNA4
HPCN2	KCNA4
KCNA4L	KCNA4
KCNA5	KCNA5
Kv1.5	KCNA5
HK2	KCNA5
HPCN1	KCNA5
KCNA6	KCNA6
Kv1.6	KCNA6
HBK2	KCNA6
PPP1R96	KCNA6
KCNA7	KCNA7
Kv1.7	KCNA7
HAK6	KCNA7
KCNA10	KCNA10
Kv1.8	KCNA10
KCNAB1	KCNAB1
AKR6A3	KCNAB1
KCNA1B	KCNAB1
hKvBeta3	KCNAB1
Kvb1.3	KCNAB1
hKvb3	KCNAB1
KCNAB2	KCNAB2
AKR6A5	KCNAB2
KCNA2B	KCNAB2
HKvbeta2.1	KCNAB2
HKvbeta2.2	KCNAB2
KCNAB3	KCNAB3
AKR6A9	KCNAB3
KCNA3B	KCNAB3
KCNB1	KCNB1
Kv2.1	KCNB1
KCNB2	KCNB2
Kv2.2	KCNB2
KCNC1	KCNC1
Kv3.1	KCNC1
KCNC2	KCNC2
Kv3.2	KCNC2
KCNC3	KCNC3
Kv3.3	KCNC3
SCA13	KCNC3
KCNC4	KCNC4
Kv3.4	KCNC4
HKSHIIIC	KCNC4
C1orf30	KCNC4
KCND1	KCND1
Kv4.1	KCND1
KCND2	KCND2
Kv4.2	KCND2
RK5	KCND2
KIAA1044	KCND2
KCND3	KCND3
Kv4.3	KCND3
KSHIVB	KCND3
SCA22	KCND3
SCA19	KCND3
KCNE1	KCNE1
minK	KCNE1
ISK	KCNE1
JLNS2	KCNE1
LQT5	KCNE1
KCNE1B	KCNE1B
KCNE2	KCNE2
MiRP1	KCNE2
LQT6	KCNE2
KCNE3	KCNE3
MiRP2	KCNE3
HOKPP	KCNE3
KCNE4	KCNE4
MiRP3	KCNE4
KCNE5	KCNE5
KCNE1L	KCNE5
KCNF1	KCNF1
Kv5.1	KCNF1
kH1	KCNF1
IK8	KCNF1
KCNF	KCNF1
KCNG1	KCNG1
Kv6.1	KCNG1
kH2	KCNG1
K13	KCNG1
KCNG	KCNG1
KCNG2	KCNG2
Kv6.2	KCNG2
KCNF2	KCNG2
KCNG3	KCNG3
Kv6.3	KCNG3
KCNG4	KCNG4
Kv6.4	KCNG4
KCNH1	KCNH1
Kv10.1	KCNH1
eag	KCNH1
h-eag	KCNH1
eag1	KCNH1
KCNH2	KCNH2
Kv11.1	KCNH2
HERG	KCNH2
erg1	KCNH2
LQT2	KCNH2
KCNH3	KCNH3
Kv12.2	KCNH3
BEC1	KCNH3
elk2	KCNH3
KCNH4	KCNH4
Kv12.3	KCNH4
elk1	KCNH4
KCNH5	KCNH5
Kv10.2	KCNH5
H-EAG2	KCNH5
eag2	KCNH5
KCNH6	KCNH6
Kv11.2	KCNH6
erg2	KCNH6
HERG2	KCNH6
KCNH7	KCNH7
Kv11.3	KCNH7
HERG3	KCNH7
erg3	KCNH7
KCNH8	KCNH8
Kv12.1	KCNH8
elk3	KCNH8
KCNIP1	KCNIP1
KCHIP1	KCNIP1
KCNIP2	KCNIP2
KCHIP2	KCNIP2
KCNIP3	KCNIP3
DREAM	KCNIP3
KCHIP3	KCNIP3
CSEN	KCNIP3
KCNIP4	KCNIP4
CALP	KCNIP4
KCHIP4	KCNIP4
MGC44947	KCNIP4
KCNJ1	KCNJ1
Kir1.1	KCNJ1
ROMK1	KCNJ1
KCNJ2	KCNJ2
Kir2.1	KCNJ2
IRK1	KCNJ2
LQT7	KCNJ2
KCNJ3	KCNJ3
Kir3.1	KCNJ3
GIRK1	KCNJ3
KGA	KCNJ3
KCNJ4	KCNJ4
Kir2.3	KCNJ4
HIR	KCNJ4
HRK1	KCNJ4
hIRK2	KCNJ4
IRK3	KCNJ4
KCNJ5	KCNJ5
Kir3.4	KCNJ5
CIR	KCNJ5
KATP1	KCNJ5
GIRK4	KCNJ5
LQT13	KCNJ5
KCNJ6	KCNJ6
Kir3.2	KCNJ6
GIRK2	KCNJ6
KATP2	KCNJ6
BIR1	KCNJ6
hiGIRK2	KCNJ6
KCNJ7	KCNJ6
KCNJ8	KCNJ8
Kir6.1	KCNJ8
KCNJ9	KCNJ9
Kir3.3	KCNJ9
GIRK3	KCNJ9
KCNJ10	KCNJ10
Kir4.1	KCNJ10
Kir1.2	KCNJ10
KCNJ11	KCNJ11
Kir6.2	KCNJ11
BIR	KCNJ11
KCNJ12	KCNJ12
Kir2.2	KCNJ12
Kir2.2v	KCNJ12
IRK2	KCNJ12
hIRK1	KCNJ12
KCNJN1	KCNJ12
KCNJ13	KCNJ13
Kir7.1	KCNJ13
Kir1.4	KCNJ13
LCA16	KCNJ13
KCNJ14	KCNJ14
Kir2.4	KCNJ14
IRK4	KCNJ14
KCNJ15	KCNJ15
Kir4.2	KCNJ15
Kir1.3	KCNJ15
IRKK	KCNJ15
KCNJ16	KCNJ16
Kir5.1	KCNJ16
BIR9	KCNJ16
KCNJ18	KCNJ18
KIR2.6	KCNJ18
TTPP2	KCNJ18
KCNK1	KCNK1
K2p1.1	KCNK1
DPK	KCNK1
TWIK-1	KCNK1
KCNK2	KCNK2
K2p2.1	KCNK2
TREK-1	KCNK2
KCNK3	KCNK3
K2p3.1	KCNK3
TASK	KCNK3
TASK-1	KCNK3
KCNK4	KCNK4
K2p4.1	KCNK4
TRAAK	KCNK4
KCNK5	KCNK5
K2p5.1	KCNK5
TASK-2	KCNK5
KCNK6	KCNK6
K2p6.1	KCNK6
TWIK-2	KCNK6
KCNK7	KCNK7
K2p7.1	KCNK7
KCNK9	KCNK9
K2p9.1	KCNK9
TASK3	KCNK9
TASK-3	KCNK9
KCNK10	KCNK10
K2p10.1	KCNK10
TREK-2	KCNK10
TREK2	KCNK10
PPP1R97	KCNK10
KCNK12	KCNK12
THIK-2	KCNK12
THIK2	KCNK12
K2p12.1	KCNK12
KCNK13	KCNK13
K2p13.1	KCNK13
THIK-1	KCNK13
THIK1	KCNK13
KCNK15	KCNK15
K2p15.1	KCNK15
dJ781B1.1	KCNK15
KT3.3	KCNK15
KIAA0237	KCNK15
TASK5	KCNK15
TASK-5	KCNK15
KCNK11	KCNK15
KCNK14	KCNK15
KCNK16	KCNK16
K2p16.1	KCNK16
TALK-1	KCNK16
TALK1	KCNK16
KCNK17	KCNK17
K2p17.1	KCNK17
TALK-2	KCNK17
TALK2	KCNK17
TASK4	KCNK17
TASK-4	KCNK17
KCNK18	KCNK18
K2p18.1	KCNK18
TRESK-2	KCNK18
TRESK2	KCNK18
TRESK	KCNK18
TRIK	KCNK18
KCNMA1	KCNMA1
KCa1.1	KCNMA1
mSLO1	KCNMA1
SLO	KCNMA1
KCNMB1	KCNMB1
hslo-beta	KCNMB1
KCNMB2	KCNMB2
KCNMB3	KCNMB3
KCNMB2	KCNMB3
KCNMBL	KCNMB3
KCNMB4	KCNMB4
KCNN1	KCNN1
KCa2.1	KCNN1
hSK1	KCNN1
KCNN2	KCNN2
KCa2.2	KCNN2
hSK2	KCNN2
KCNN3	KCNN3
KCa2.3	KCNN3
hSK3	KCNN3
SKCA3	KCNN3
KCNN4	KCNN4
KCa3.1	KCNN4
hSK4	KCNN4
hKCa4	KCNN4
hIKCa1	KCNN4
IK	KCNN4
KCNQ1	KCNQ1
Kv7.1	KCNQ1
KCNA8	KCNQ1
KVLQT1	KCNQ1
JLNS1	KCNQ1
LQT1	KCNQ1
LQT	KCNQ1
KCNA9	KCNQ1
KCNQ2	KCNQ2
Kv7.2	KCNQ2
ENB1	KCNQ2
BFNC	KCNQ2
KCNA11	KCNQ2
HNSPC	KCNQ2
EBN	KCNQ2
EBN1	KCNQ2
KCNQ3	KCNQ3
Kv7.3	KCNQ3
EBN2	KCNQ3
KCNQ4	KCNQ4
Kv7.4	KCNQ4
DFNA2	KCNQ4
KCNQ5	KCNQ5
Kv7.5	KCNQ5
KCNRG	KCNRG
KCNS1	KCNS1
Kv9.1	KCNS1
KCNS2	KCNS2
Kv9.2	KCNS2
KCNS3	KCNS3
Kv9.3	KCNS3
KCNT1	KCNT1
KCa4.1	KCNT1
KIAA1422	KCNT1
SLACK	KCNT1
Slo2.2	KCNT1
KCNT2	KCNT2
KCa4.2	KCNT2
SLICK	KCNT2
SLO2.1	KCNT2
KCNU1	KCNU1
KCa5.1	KCNU1
Slo3	KCNU1
KCNMC1	KCNU1
Kcnma3	KCNU1
KCNV1	KCNV1
Kv8.1	KCNV1
KCNV2	KCNV2
Kv8.2	KCNV2
KCP	KCP
FLJ33365	KCP
NET67	KCP
CRIM2	KCP
KCTD1	KCTD1
C18orf5	KCTD1
KCTD2	KCTD2
KIAA0176	KCTD2
KCTD3	KCTD3
NY-REN-45	KCTD3
KCTD4	KCTD4
bA321C24.3	KCTD4
KCTD5	KCTD5
FLJ20040	KCTD5
KCTD6	KCTD6
MGC27385	KCTD6
KCASH3	KCTD6
KCTD7	KCTD7
FLJ32069	KCTD7
EPM3	KCTD7
CLN14	KCTD7
KCTD8	KCTD8
KCTD9	KCTD9
FLJ20038	KCTD9
BTBD27	KCTD9
