ensg	n1tpm	medtpm
ENSG00000158669	53	21.195
ENSG00000165066	2	0.029805
ENSG00000029534	24	0.6718
ENSG00000221035	2	0
ENSG00000253389	5	0.1078
ENSG00000207101	0	0
ENSG00000260588	2	0.3727
ENSG00000241834	0	0
ENSG00000083168	53	14.59
ENSG00000256905	0	0
ENSG00000238966	0	0
ENSG00000244235	0	0
ENSG00000253135	0	0
ENSG00000271938	1	0.1254
ENSG00000261449	1	0
ENSG00000070718	53	11.07
ENSG00000104368	51	20.05
ENSG00000238714	0	0
ENSG00000253408	1	0.02989
ENSG00000104365	53	30.59
ENSG00000070501	53	11.65
ENSG00000240395	3	0.3827
ENSG00000104371	7	0.07622
ENSG00000078668	53	93.45
ENSG00000168575	53	20.9
ENSG00000254131	0	0.18835
ENSG00000254165	36	1.662
ENSG00000176209	53	14.96
ENSG00000272233	7	0.2778
ENSG00000147432	3	0
ENSG00000255101	1	0
ENSG00000255361	0	0
ENSG00000147434	3	0.007845
ENSG00000131931	53	6.784
ENSG00000120925	53	9.2835
ENSG00000242719	0	0
ENSG00000266044	0	0
ENSG00000168172	53	9.6315
ENSG00000202514	0	0
ENSG00000168522	53	25.6
ENSG00000200731	0	0
ENSG00000185900	37	1.1845
ENSG00000254198	43	1.799
ENSG00000165102	53	32.14
ENSG00000253611	0	0
ENSG00000253884	0	0
ENSG00000255166	0	0
ENSG00000253312	0	0
ENSG00000253186	0	0
ENSG00000253606	0	0
ENSG00000253486	0	0
ENSG00000234713	0	0
ENSG00000253707	0	0
ENSG00000188877	1	0
ENSG00000238509	0	0
ENSG00000255497	0	0
ENSG00000264094	0	0
ENSG00000254342	0	0
ENSG00000201329	0	0
ENSG00000222630	0	0
ENSG00000250637	0	0
ENSG00000254069	0	0
ENSG00000253319	0	0
ENSG00000253418	1	0
ENSG00000254145	0	0
ENSG00000253748	0	0
ENSG00000253195	0	0
ENSG00000221295	0	0
ENSG00000253845	0	0
ENSG00000253198	0	0
ENSG00000255915	0	0
ENSG00000253425	0	0
ENSG00000248498	1	0
ENSG00000254070	0	0
ENSG00000251470	1	0
ENSG00000228984	0	0
ENSG00000250857	0	0
ENSG00000253314	1	0
ENSG00000253828	0	0
ENSG00000252594	0	0
ENSG00000254118	0	0
ENSG00000254156	0	0
ENSG00000253803	0	0
ENSG00000253745	2	0
ENSG00000253782	1	0
ENSG00000215179	0	0
ENSG00000222099	0	0
ENSG00000264231	0	0
ENSG00000248347	1	0
ENSG00000200986	0	0
ENSG00000188873	3	0.5127
ENSG00000248531	0	0
ENSG00000254348	20	0.5405
ENSG00000255366	26	0.9431
ENSG00000253502	0	0.1371
ENSG00000253817	0	0
ENSG00000215177	0	0
ENSG00000164808	53	17.49
ENSG00000253330	11	0.7203
ENSG00000269924	2	0.3533
ENSG00000251354	0	0
ENSG00000254065	0	0
ENSG00000207369	0	0
ENSG00000221869	53	147
ENSG00000253729	53	19.92
ENSG00000207450	0	0
ENSG00000211562	0	0
ENSG00000104738	53	8.2575
ENSG00000222522	0	0
ENSG00000169139	53	15.34
ENSG00000253843	0	0
ENSG00000253654	0	0
ENSG00000252710	0	0
ENSG00000224594	21	0.6959
ENSG00000253140	1	0
ENSG00000253608	0	0.04413
ENSG00000253688	3	0.1513
ENSG00000233858	0	0.046405
ENSG00000253702	1	0
ENSG00000253455	2	0
ENSG00000253892	1	0
ENSG00000034239	21	0.3771
ENSG00000233109	0	0
ENSG00000019549	44	12.54
ENSG00000168333	2	0.061285
ENSG00000253474	0	0
ENSG00000199640	0	0
ENSG00000254268	0	0
ENSG00000253380	1	0
ENSG00000253206	0	0
ENSG00000253810	0	0
ENSG00000253484	0	0
ENSG00000271148	0	0
ENSG00000147481	15	0.012425
ENSG00000253849	1	0
ENSG00000254392	0	0
ENSG00000254358	0	0
ENSG00000253340	0	0
ENSG00000201316	0	0
ENSG00000253664	0	0
ENSG00000147485	4	0.2435
ENSG00000254025	0	0
ENSG00000254225	0	0
ENSG00000272076	2	0.24125
ENSG00000168300	53	19.18
ENSG00000253475	0	0
ENSG00000228801	45	1.78
ENSG00000272024	4	0.4822
ENSG00000253844	3	0.087455
ENSG00000254136	0	0
ENSG00000147488	14	0.039435
ENSG00000254314	1	0
ENSG00000253551	1	0
ENSG00000253924	0	0
ENSG00000240534	0	0
ENSG00000196711	4	0.042455
ENSG00000023287	53	21.1
ENSG00000271555	3	0.3721
ENSG00000183729	0	0
ENSG00000248911	0	0
ENSG00000265835	0	0
ENSG00000251871	0	0
ENSG00000250494	0	0
ENSG00000254687	1	0
ENSG00000082556	9	0.02376
ENSG00000260484	1	0.032
ENSG00000253369	7	0.1226
ENSG00000237807	31	1.134
ENSG00000240919	0	0
ENSG00000206144	0	0
ENSG00000253668	0	0
ENSG00000047249	53	32.7
ENSG00000147509	18	0.1895
ENSG00000272457	1	0
ENSG00000244159	0	0
ENSG00000200528	0	0
ENSG00000187735	53	28.37
ENSG00000253667	15	0.6236
ENSG00000260955	1	0.13065
ENSG00000120992	53	17.3
ENSG00000254274	0	0
ENSG00000137547	53	40.41
ENSG00000251835	0	0
ENSG00000270980	0	0
ENSG00000253840	0	0
ENSG00000199212	0	0
ENSG00000244107	0	0
ENSG00000164736	49	5.562
ENSG00000270275	0	0
ENSG00000226098	0	0
ENSG00000254142	0	0
ENSG00000104237	0	0.0045955
ENSG00000254608	2	0
ENSG00000253114	0	0
ENSG00000206579	13	0.1955
ENSG00000253976	0	0
ENSG00000253857	1	0
ENSG00000248522	0	0
ENSG00000254357	1	0
ENSG00000221589	0	0
ENSG00000167904	52	4.25
ENSG00000222955	2	0.3166
ENSG00000137574	53	11.41
ENSG00000254087	53	9.143
ENSG00000254325	0	0
ENSG00000199405	0	0
ENSG00000216204	0	0
ENSG00000240905	1	0
ENSG00000271722	4	0.1355
ENSG00000241997	0	0
ENSG00000236814	6	0.55315
ENSG00000008988	53	430
ENSG00000238650	1	0
ENSG00000253603	1	0
ENSG00000248578	0	0.043755
ENSG00000172680	1	0
ENSG00000221093	0	0
ENSG00000181690	34	1.326
ENSG00000170791	53	18.63
ENSG00000272343	47	3.012
ENSG00000254216	0	0
ENSG00000170786	14	0.2425
ENSG00000253542	1	0
ENSG00000181195	30	1.1405
ENSG00000254254	1	0.01709
ENSG00000253541	1	0.077565
ENSG00000246430	6	0.1964
ENSG00000253139	1	0
ENSG00000241431	2	0.2172
ENSG00000254055	1	0
ENSG00000270328	0	0
ENSG00000206975	0	0
ENSG00000197334	0	0
ENSG00000104331	53	24.23
ENSG00000222205	0	0
ENSG00000253301	2	0.009914
ENSG00000220984	0	0
ENSG00000251142	1	0
ENSG00000253614	0	0
ENSG00000215117	1	0
ENSG00000202265	0	0
ENSG00000253871	1	0
ENSG00000243050	0	0
ENSG00000253821	1	0
ENSG00000252057	0	0
ENSG00000253322	0	0
ENSG00000254139	1	0.06748
ENSG00000253376	0	0
ENSG00000205293	0	0
ENSG00000169122	50	7.591
ENSG00000253523	0	0
ENSG00000253116	0	0
ENSG00000242595	0	0
ENSG00000253281	1	0
ENSG00000215114	53	12.07
ENSG00000250031	0	0.17635
ENSG00000167910	1	0.05528
ENSG00000254103	0	0
ENSG00000137575	53	82.385
ENSG00000035681	53	22.05
ENSG00000242970	0	0.2668
ENSG00000238433	0	0
ENSG00000198846	44	3.007
ENSG00000201231	0	0
ENSG00000254048	1	0
ENSG00000167912	35	1.812
ENSG00000206853	0	0
ENSG00000201763	0	0
ENSG00000254150	0	0
ENSG00000253260	1	0
ENSG00000253879	0	0
ENSG00000253413	0	0
ENSG00000253723	0	0
ENSG00000254775	1	0
ENSG00000254954	0	0
ENSG00000178538	38	1.9425
ENSG00000251396	1	0.2272
ENSG00000226301	0	0
ENSG00000255840	0	0
ENSG00000252753	0	0
ENSG00000104388	53	53.99
ENSG00000255321	0	0
ENSG00000228862	1	0
ENSG00000254869	2	0
ENSG00000255289	0	0
ENSG00000171316	53	4.397
ENSG00000254432	0	0
ENSG00000271377	2	0
ENSG00000254777	0	0.03991
ENSG00000255397	0	0.05693
ENSG00000254802	6	0.2106
ENSG00000177182	14	0.08365
ENSG00000213881	1	0.2068
ENSG00000254222	1	0
ENSG00000253711	1	0
ENSG00000198363	53	19.63
ENSG00000254285	8	0.1895
ENSG00000222898	10	0.361
ENSG00000264408	0	0
ENSG00000251127	0	0
ENSG00000254119	1	0
ENSG00000253834	1	0
ENSG00000254120	0	0
ENSG00000253544	0	0
ENSG00000253789	0	0
ENSG00000237810	0	0
ENSG00000185942	0	0.038845
ENSG00000254050	0	0
ENSG00000253975	0	0
ENSG00000253517	0	0
ENSG00000253431	0	0
ENSG00000240915	0	0
ENSG00000137563	53	6.0115
ENSG00000253121	0	0
ENSG00000137561	17	0.24
ENSG00000253555	0	0
ENSG00000270673	50	2.005
ENSG00000185728	53	23.47
ENSG00000261542	8	0.6758
ENSG00000241964	0	0
ENSG00000253205	1	0
ENSG00000215096	1	0
ENSG00000253894	1	0
ENSG00000253583	0	0
ENSG00000252358	0	0
ENSG00000253554	0	0
ENSG00000253762	3	0
ENSG00000253734	1	0
ENSG00000253231	0	0
ENSG00000254377	12	0
ENSG00000207816	0	0
ENSG00000253750	0	0
ENSG00000253800	0	0
ENSG00000254102	1	0.1347
ENSG00000180828	35	1.433
ENSG00000172817	42	2.099
ENSG00000254330	0	0
ENSG00000254006	2	0.06003
ENSG00000253493	0	0
ENSG00000239261	0	0
ENSG00000213873	0	0
ENSG00000254081	8	0
ENSG00000272010	52	4.277
ENSG00000200714	2	0.46185
ENSG00000104442	53	18
ENSG00000066855	52	8.56
ENSG00000272155	27	1.032
ENSG00000205268	53	7.531
ENSG00000272192	2	0.1786
ENSG00000147570	3	0.02998
ENSG00000253190	1	0
ENSG00000147573	8	0.076275
ENSG00000147571	10	0
ENSG00000253138	0	0
ENSG00000246145	0	0.03439
ENSG00000179041	53	19.36
ENSG00000147576	53	16.65
ENSG00000169085	43	2.524
ENSG00000253623	0	0
ENSG00000206949	0	0
ENSG00000185697	31	1.191
ENSG00000175073	53	5.121
ENSG00000201365	0	0
ENSG00000213865	53	4.202
ENSG00000104205	53	6.2025
ENSG00000213005	0	0
ENSG00000178460	9	0.522
ENSG00000245910	53	151.8
ENSG00000261787	1	0.026375
ENSG00000178125	2	0.093905
ENSG00000253223	1	0.06031
ENSG00000121022	53	29.42
ENSG00000266491	0	0
ENSG00000104218	52	4.836
ENSG00000252637	0	0
ENSG00000250869	0	0.040205
ENSG00000066777	53	14.13
ENSG00000271966	20	0.8458
ENSG00000241961	0	0
ENSG00000165078	5	0.02213
ENSG00000254253	0	0
ENSG00000221660	0	0
ENSG00000255130	0	0
ENSG00000255531	0	0
ENSG00000046889	48	4.5
ENSG00000255206	1	0
ENSG00000254051	0	0
ENSG00000252210	0	0
ENSG00000253964	0	0
ENSG00000248801	15	0.1091
ENSG00000165084	4	0.16945
ENSG00000236191	0	0
ENSG00000239184	0	0
ENSG00000254337	1	0
ENSG00000253658	1	0
ENSG00000238808	0	0
ENSG00000254332	3	0.34665
ENSG00000253373	0	0
ENSG00000253479	1	0
ENSG00000253216	0	0
ENSG00000137573	44	6.243
ENSG00000137571	9	0.18455
ENSG00000222889	0	0
ENSG00000254557	0	0
ENSG00000271113	0	0
ENSG00000246528	2	0.06036
ENSG00000255107	0	0
ENSG00000239580	0	0
ENSG00000223293	0	0
ENSG00000269197	0	0
ENSG00000247570	0	0
ENSG00000253721	0	0
ENSG00000147596	0	0
ENSG00000212473	0	0
ENSG00000253173	0	0
ENSG00000140396	53	13
ENSG00000213003	0	0
ENSG00000207036	0	0
ENSG00000241204	0	0
ENSG00000253143	0	0
ENSG00000253967	0	0.085995
ENSG00000241105	0	0
ENSG00000067167	53	40.79
ENSG00000238450	0	0
ENSG00000246366	1	0.06727
ENSG00000147592	53	9.302
ENSG00000243532	0	0
ENSG00000221947	2	0.2202
ENSG00000223220	0	0
ENSG00000254031	1	0
ENSG00000104313	21	0.3512
ENSG00000253379	0	0
ENSG00000253124	0	0
ENSG00000221446	0	0
ENSG00000254277	0	0
ENSG00000253287	0	0
ENSG00000200191	0	0
ENSG00000235531	31	1.394
ENSG00000264576	0	0
ENSG00000178860	44	5.567
ENSG00000241942	0	0
ENSG00000104321	5	0.04486
ENSG00000253317	4	0.1642
ENSG00000250979	1	0.02151
ENSG00000252509	0	0
ENSG00000212989	0	0
ENSG00000254347	0	0
ENSG00000182674	6	0.06993
ENSG00000253226	0	0
ENSG00000253726	0	0
ENSG00000253784	0	0
ENSG00000260838	8	0.06428
ENSG00000147601	53	14.49
ENSG00000222488	0	0
ENSG00000272254	6	0.2934
ENSG00000253636	30	1.131
ENSG00000164764	36	3.5535
ENSG00000237061	11	0.1944
ENSG00000253564	0	0
ENSG00000254213	0	0
ENSG00000147604	53	530.25
ENSG00000121039	52	11.36
ENSG00000250295	9	0.4388
ENSG00000253339	0	0
ENSG00000253235	1	0
ENSG00000253302	0	0.05511
ENSG00000040341	53	8.512
ENSG00000254273	0	0
ENSG00000253383	0	0
ENSG00000254105	0	0
ENSG00000254538	0	0
ENSG00000104343	53	7.187
ENSG00000253273	0	0
ENSG00000272469	0	0
ENSG00000251633	0	0
ENSG00000154582	53	15.83
ENSG00000175606	53	16.765
ENSG00000202220	0	0
ENSG00000253833	11	0.4763
ENSG00000154589	53	7.534
ENSG00000212348	0	0
ENSG00000254288	5	0.2607
ENSG00000240047	0	0
ENSG00000212485	0	0
ENSG00000253115	1	0
ENSG00000253983	0	0.04022
ENSG00000104369	36	1.712
ENSG00000104381	51	5.587
ENSG00000253596	6	0
ENSG00000207417	0	0
ENSG00000266502	0	0
ENSG00000254349	0	0.01373
ENSG00000253341	53	3.879
ENSG00000254080	1	0
ENSG00000253706	0	0
ENSG00000253777	0	0
ENSG00000137558	19	0.5597
ENSG00000254043	0	0
ENSG00000121005	38	1.849
ENSG00000254238	0	0
ENSG00000253712	0	0
ENSG00000249395	0	0
ENSG00000253229	0	0
ENSG00000254023	0	0
ENSG00000164749	8	0.1391
ENSG00000221029	0	0
ENSG00000238595	0	0
ENSG00000222231	0	0
ENSG00000254300	1	0
ENSG00000253661	13	0.2364
ENSG00000253681	0	0
ENSG00000254305	0	0
ENSG00000091656	35	1.95
ENSG00000253416	0	0
ENSG00000266712	0	0
ENSG00000164751	53	13.39
ENSG00000253952	0	0.03754
ENSG00000222334	0	0
ENSG00000254366	2	0
ENSG00000254001	0	0
ENSG00000252935	0	0
ENSG00000254266	1	0.0281
ENSG00000171033	45	4.587
ENSG00000260398	12	0.20275
ENSG00000104427	51	10.86
ENSG00000104432	29	1.166
ENSG00000254352	33	1.781
ENSG00000253919	0	0.04875
ENSG00000261618	2	0.07953
ENSG00000264969	0	0
ENSG00000253659	0	0
ENSG00000253391	0	0
ENSG00000240540	0	0.1126
ENSG00000104435	31	1.443
ENSG00000164683	52	9.724
ENSG00000272138	7	0.2346
ENSG00000249328	0	0.04488
ENSG00000238884	0	0
ENSG00000147586	53	15.49
ENSG00000272518	21	0.7844
ENSG00000272264	10	0.2318
ENSG00000076554	52	12.44
ENSG00000254205	0	0
ENSG00000241550	0	0
ENSG00000265588	0	0
ENSG00000241746	0	0.11035
ENSG00000253238	1	0
ENSG00000213791	0	0
ENSG00000206649	0	0
ENSG00000253237	0	0
ENSG00000252884	0	0
ENSG00000251867	52	6.2685
ENSG00000205189	52	5.0765
ENSG00000254162	0	0.1719
ENSG00000260317	42	1.688
ENSG00000188856	0	0.1699
ENSG00000253760	0	0
ENSG00000223327	0	0
ENSG00000254181	0	0
ENSG00000243424	0	0
ENSG00000164684	50	6.712
ENSG00000254331	0	0
ENSG00000212429	0	0
ENSG00000243951	0	0
ENSG00000253516	1	0.2184
ENSG00000076641	53	4.032
ENSG00000254060	0	0
ENSG00000254177	0	0
ENSG00000253214	1	0.05337
ENSG00000254014	0	0
ENSG00000253677	0	0
ENSG00000272425	14	0.1927
ENSG00000254027	22	0.62025
ENSG00000164687	53	29.91
ENSG00000253859	1	0
ENSG00000147588	20	0.4597
ENSG00000205186	0	0
ENSG00000170323	52	20
ENSG00000253374	1	0
ENSG00000237264	47	1.808
ENSG00000197416	3	0
ENSG00000251521	2	0.04735
ENSG00000254151	0	0
ENSG00000240427	0	0
ENSG00000205184	0	0
ENSG00000133731	53	15
ENSG00000253598	10	0.585
ENSG00000104231	53	22.55
ENSG00000164695	33	2.7985
ENSG00000253334	0	0.1989
ENSG00000104497	53	6.188
ENSG00000231942	0	0.2694
ENSG00000254689	2	0.2487
ENSG00000254123	1	0
ENSG00000206228	2	0.40235
ENSG00000253503	0	0
ENSG00000253836	0	0
ENSG00000254394	0	0
ENSG00000253581	0	0
ENSG00000254189	0	0
ENSG00000253423	0	0
ENSG00000253898	0	0
ENSG00000254202	0	0
ENSG00000254195	0	0
ENSG00000253362	0	0
ENSG00000184672	18	0.1365
ENSG00000221185	0	0
ENSG00000206701	0	0
ENSG00000253137	0	0
ENSG00000248978	0	0
ENSG00000254212	0	0
ENSG00000238566	2	0
ENSG00000203413	0	0
ENSG00000253655	0	0
ENSG00000253283	1	0
ENSG00000133739	50	5.944
ENSG00000260493	1	0.084615
ENSG00000133740	51	3.5765
ENSG00000254208	0	0
ENSG00000176731	53	31.92
ENSG00000185015	42	2.018
ENSG00000258256	1	0
ENSG00000257962	1	0
ENSG00000133742	3	0.09283
ENSG00000164879	49	2.078
ENSG00000253549	15	0.4005
ENSG00000104267	51	14.29
ENSG00000254380	1	0
ENSG00000253680	0	0
ENSG00000270971	0	0
ENSG00000272628	0	0
ENSG00000205176	0	0
ENSG00000270416	0	0
ENSG00000223524	0	0
ENSG00000255940	0	0
ENSG00000271381	0	0
ENSG00000270375	0	0
ENSG00000253154	0	0
ENSG00000147614	2	0
ENSG00000227753	0	0
ENSG00000243761	0	0
ENSG00000147613	0	0
ENSG00000253699	1	0
ENSG00000164893	0	0
ENSG00000254231	9	0.4043
ENSG00000123124	53	20.88
ENSG00000176623	53	17.415
ENSG00000250569	13	0.6964
ENSG00000254088	0	0.10044
ENSG00000085719	53	29.54
ENSG00000170289	1	0.02254
ENSG00000253292	0	0
ENSG00000205333	0	0
ENSG00000233915	0	0
ENSG00000254115	0	0
ENSG00000253778	0	0
ENSG00000253568	0	0
ENSG00000176571	1	0
ENSG00000253500	0	0
ENSG00000253401	0	0
ENSG00000251563	0	0
ENSG00000254376	0	0
ENSG00000176566	1	0
ENSG00000253171	0	0
ENSG00000156103	25	0.8939
ENSG00000253553	0	0.035295
ENSG00000251904	0	0
ENSG00000250962	0	0
ENSG00000271156	0	0
ENSG00000253621	0	0
ENSG00000248231	0	0
ENSG00000251136	38	2.093
ENSG00000104312	53	9.699
ENSG00000253349	0	0
ENSG00000207359	1	0.21435
ENSG00000164823	53	9.463
ENSG00000104320	53	15.7
ENSG00000104325	53	34.14
ENSG00000104327	15	0.16075
ENSG00000253394	0	0
ENSG00000265157	0	0
ENSG00000199354	0	0
ENSG00000254180	1	0
ENSG00000253799	1	0
ENSG00000180694	53	9.114
ENSG00000246792	3	0.1771
ENSG00000254182	0	0
ENSG00000123119	46	4.442
ENSG00000254251	10	0.2144
ENSG00000253250	51	10.52
ENSG00000155099	53	13.865
ENSG00000253358	1	0
ENSG00000254219	1	0
ENSG00000253738	52	9.305
ENSG00000155100	53	8.634
ENSG00000214954	2	0.4905
ENSG00000263888	0	0.1077
ENSG00000253525	1	0.04017
ENSG00000266194	0	0
ENSG00000147606	5	0.24165
ENSG00000239134	0	0
ENSG00000253901	0	0
ENSG00000200151	0	0
ENSG00000271202	0	0
ENSG00000229182	0	0
ENSG00000079102	48	3.387
ENSG00000253576	0	0
ENSG00000233778	0	0
ENSG00000253118	0	0
ENSG00000253682	0	0
ENSG00000253749	0	0
ENSG00000253371	1	0
ENSG00000253634	1	0
ENSG00000221172	0	0
ENSG00000253177	2	0.1736
ENSG00000248858	1	0
ENSG00000254020	1	0
ENSG00000253577	1	0
ENSG00000253197	0	0
ENSG00000205133	52	4.892
ENSG00000251347	0	0
ENSG00000254318	0	0
ENSG00000246662	1	0.19175
ENSG00000253960	0	0
ENSG00000268080	3	0
ENSG00000254089	1	0
ENSG00000222416	0	0
ENSG00000253781	1	0
ENSG00000188343	52	9.231
ENSG00000271971	53	5.934
ENSG00000253854	49	1.873
ENSG00000183808	53	5.9985
ENSG00000212998	35	1.451
ENSG00000253848	1	0.059655
ENSG00000164953	50	3.7315
ENSG00000254057	1	0
ENSG00000254387	0	0.05478
ENSG00000164951	53	9.83
ENSG00000264448	2	0.1099
ENSG00000251234	1	0
ENSG00000240509	33	1.179
ENSG00000263855	0	0
ENSG00000253585	0	0
ENSG00000079112	2	0.089345
ENSG00000249510	0	0
ENSG00000164949	51	16.77
ENSG00000244217	0	0
ENSG00000197275	33	1.1515
ENSG00000265817	29	1.058
ENSG00000164944	53	15.72
ENSG00000254315	0	0
ENSG00000212997	0	0.01219
ENSG00000253704	6	0.43755
ENSG00000253175	0	0.08799
ENSG00000254190	0	0
ENSG00000254283	1	0
ENSG00000261437	9	0
ENSG00000104413	19	0.1676
ENSG00000241003	1	0
ENSG00000253429	0	0
ENSG00000199701	0	0
ENSG00000156162	52	8.433
ENSG00000164941	53	17.865
ENSG00000175305	36	1.3035
ENSG00000272509	39	1.294
ENSG00000243979	0	0
ENSG00000156170	52	3.891
ENSG00000238791	0	0
ENSG00000164938	53	20.805
ENSG00000253878	27	1.0185
ENSG00000253528	0	0
ENSG00000200525	0	0
ENSG00000245080	1	0.026485
ENSG00000254248	0	0
ENSG00000175895	53	9.348
ENSG00000253773	0	0.06812
ENSG00000253351	1	0
ENSG00000156172	49	2.435
ENSG00000253945	0	0
ENSG00000253872	0	0
ENSG00000202112	0	0
ENSG00000223297	0	0
ENSG00000254079	0	0
ENSG00000248762	0	0
ENSG00000183663	0	0
ENSG00000271349	0	0
ENSG00000270131	0	0
ENSG00000156466	15	0.44285
ENSG00000156467	53	57.4
ENSG00000254224	3	0.2877
ENSG00000156469	53	16.35
ENSG00000156471	53	21.11
ENSG00000199732	0	0
ENSG00000253105	4	0.03747
ENSG00000202095	0	0
ENSG00000169439	51	31.84
ENSG00000104324	52	23.96
ENSG00000272249	0	0
ENSG00000270077	0	0.09971
ENSG00000260640	0	0
ENSG00000180543	51	11.87
ENSG00000207215	0	0
ENSG00000213750	0	0.04814
ENSG00000147649	53	31.61
ENSG00000202399	0	0
ENSG00000252910	0	0
ENSG00000104341	53	34.78
ENSG00000270682	0	0
ENSG00000270861	0	0
ENSG00000253639	0	0
ENSG00000243504	0	0.093705
ENSG00000132561	51	15.85
ENSG00000156482	53	289.2
ENSG00000245970	53	5.518
ENSG00000252755	0	0
ENSG00000177459	18	0.5705
ENSG00000132541	53	17.38
ENSG00000104356	51	2.4695
ENSG00000104361	53	15.76
ENSG00000254267	0	0.1004
ENSG00000104375	51	7.147
ENSG00000253468	0	0
ENSG00000156486	5	0.3193
ENSG00000272321	8	0.2319
ENSG00000207378	0	0
ENSG00000253911	0	0
ENSG00000254112	0	0
ENSG00000240870	0	0
ENSG00000253415	0	0
ENSG00000254312	0	0
ENSG00000223281	0	0
ENSG00000271930	13	0.2543
ENSG00000164920	36	5.398
ENSG00000229625	0	0
ENSG00000253948	52	9.417
ENSG00000263842	11	0.49025
ENSG00000253180	13	0.6269
ENSG00000132549	53	7.6725
ENSG00000253562	0	0
ENSG00000253532	0	0
ENSG00000236583	0	0.05733
ENSG00000237704	0	0
ENSG00000225017	0	0
ENSG00000206699	0	0
ENSG00000207804	0	0
ENSG00000216069	0	0
ENSG00000243254	0	0
ENSG00000235683	0	0.015375
ENSG00000253539	0	0
ENSG00000253912	0	0
ENSG00000164919	53	80.32
ENSG00000132554	15	0.4688
ENSG00000212414	0	0
ENSG00000221753	0	0
ENSG00000156509	2	0.1474
ENSG00000147669	53	41.13
ENSG00000104450	51	3.073
ENSG00000202310	0	0
ENSG00000253299	0	0
ENSG00000199667	0	0
ENSG00000034677	53	28.66
ENSG00000253217	2	0.04325
ENSG00000253824	0	0
ENSG00000265599	0	0
ENSG00000253842	3	0
ENSG00000253666	1	0
ENSG00000254364	1	0
ENSG00000186106	52	9.4845
ENSG00000251013	0	0.26395
ENSG00000174226	5	0.2228
ENSG00000253740	1	0
ENSG00000252764	0	0
ENSG00000070756	53	334.5
ENSG00000264991	2	0
ENSG00000221527	0	0
ENSG00000202001	0	0
ENSG00000242399	0	0
ENSG00000222795	0	0
ENSG00000212994	0	0.2328
ENSG00000260368	11	0.6835
ENSG00000164924	53	148.7
ENSG00000242315	0	0
ENSG00000252736	0	0
ENSG00000248599	0	0.041085
ENSG00000253395	1	0.195
ENSG00000253355	0	0
ENSG00000202360	0	0
ENSG00000253737	0	0
ENSG00000261087	53	8.068
ENSG00000120963	53	23.12
ENSG00000271882	45	1.943
ENSG00000253942	0	0
ENSG00000253679	1	0
ENSG00000253282	0	0
ENSG00000239115	0	0
ENSG00000271560	0	0
ENSG00000228224	1	0.22245
ENSG00000254063	0	0
ENSG00000253644	1	0
ENSG00000239211	0	0
ENSG00000254084	0	0
ENSG00000254024	8	0
ENSG00000083307	17	0.07549
ENSG00000253991	0	0
ENSG00000253153	0	0
ENSG00000104490	53	6.6525
ENSG00000238372	0	0
ENSG00000266756	0	0
ENSG00000254492	0	0
ENSG00000048392	53	11.74
ENSG00000246263	53	6.1235
ENSG00000253328	7	0.33765
ENSG00000104517	53	26.665
ENSG00000272037	41	2.22
ENSG00000238533	0	0
ENSG00000253923	0	0
ENSG00000221387	0	0
ENSG00000271612	0	0
ENSG00000240724	0	0
ENSG00000253633	6	0.04523
ENSG00000252593	0	0
ENSG00000155087	1	0
ENSG00000253382	0	0
ENSG00000155090	53	29.91
ENSG00000250684	0	0
ENSG00000266799	0	0
ENSG00000253669	2	0.3292
ENSG00000155096	53	41.355
ENSG00000253385	0	0
ENSG00000253320	27	1.009
ENSG00000253263	0	0.09695
ENSG00000244052	1	0.23535
ENSG00000201216	0	0
ENSG00000265898	0	0
ENSG00000254281	15	0.7127
ENSG00000253663	0	0
ENSG00000254236	1	0
ENSG00000155097	53	23.89
ENSG00000253795	0	0
ENSG00000253556	0	0
ENSG00000253977	0	0
ENSG00000265667	0	0
ENSG00000250929	0	0
ENSG00000236939	14	0.3273
ENSG00000164929	41	2.194
ENSG00000265657	0	0
ENSG00000247081	19	0.7624
ENSG00000164930	52	12.795
ENSG00000164932	46	2.829
ENSG00000266289	4	0.45185
ENSG00000207399	2	0
ENSG00000164933	53	14.76
ENSG00000164934	53	11.615
ENSG00000261670	0	0.03649
ENSG00000271830	15	0
ENSG00000253477	11	0.028245
ENSG00000176406	21	0.3423
ENSG00000255105	0	0
ENSG00000254644	0	0
ENSG00000238687	0	0
ENSG00000239344	0	0.1166
ENSG00000216113	0	0
ENSG00000147647	7	0.149
ENSG00000164935	2	0.02822
ENSG00000179577	0	0
ENSG00000222158	0	0
ENSG00000266734	0	0
ENSG00000208032	0	0
ENSG00000147650	50	5.43
ENSG00000253454	0	0
ENSG00000253350	0	0
ENSG00000263732	0	0
ENSG00000243939	0	0
ENSG00000253997	0	0
ENSG00000240271	0	0
ENSG00000254041	1	0
ENSG00000253318	0	0
ENSG00000243171	0	0
ENSG00000169946	45	3.455
ENSG00000253420	0	0
ENSG00000254141	1	0
ENSG00000243601	0	0
ENSG00000251003	1	0.13325
ENSG00000253526	0	0
ENSG00000201627	0	0
ENSG00000213708	0	0
ENSG00000254021	0	0
ENSG00000254615	49	6.161
ENSG00000164830	53	18.07
ENSG00000253582	3	0.1707
ENSG00000253676	14	0.54775
ENSG00000251892	0	0
ENSG00000174429	6	0.1423
ENSG00000254146	0	0
ENSG00000154188	42	2.69
ENSG00000211995	0	0
ENSG00000248838	0	0
